Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes
2019-02-11 14:21:54;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";2;50;kg;10;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";3;60;kg;3;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";4;60;kg;3;;;;0;;
2019-02-12 13:18:53;"Leg";"Deadlift (Barbell)";1;40;kg;8;;;;0;"";""
2019-02-12 13:18:53;"Leg";"Deadlift (Barbell)";2;60;kg;5;;;;0;;
2019-02-12 13:18:53;"Leg";"Deadlift (Barbell)";3;60;kg;5;;;;0;;
2019-02-12 13:18:53;"Leg";"Deadlift (Barbell)";4;62.5;kg;4;;;;0;;
2019-02-12 13:18:53;"Leg";"Leg Press";1;40;kg;12;;;;0;"";
2019-02-12 13:18:53;"Leg";"Leg Press";2;80;kg;15;;;;0;;
2019-02-12 13:18:53;"Leg";"Leg Press";3;110;kg;8;;;;0;;
2019-02-12 13:18:53;"Leg";"Leg Press";4;110;kg;7;;;;0;;
2019-02-12 13:18:53;"Leg";"Leg Press";5;120;kg;6;;;;0;;
2019-02-12 13:18:53;"Leg";"Seated Calf Raise (Machine)";1;20;kg;20;;;;0;"";
2019-02-12 13:18:53;"Leg";"Seated Calf Raise (Machine)";2;20;kg;15;;;;0;;
2019-02-12 13:18:53;"Leg";"Seated Calf Raise (Machine)";3;25;kg;15;;;;0;;
2019-02-12 13:18:53;"Leg";"Seated Calf Raise (Machine)";4;25;kg;15;;;;0;;
2019-02-12 13:18:53;"Leg";"Seated Calf Raise (Machine)";5;25;kg;15;;;;0;;
2019-02-12 13:18:53;"Leg";"Seated Leg Curl (Machine)";1;25;kg;15;;;;0;"";
2019-02-12 13:18:53;"Leg";"Seated Leg Curl (Machine)";2;45;kg;10;;;;0;;
2019-02-12 13:18:53;"Leg";"Seated Leg Curl (Machine)";3;47.3;kg;8;;;;0;;
2019-02-12 13:18:53;"Leg";"Seated Leg Curl (Machine)";4;49.6;kg;6;;;;0;;
2019-02-12 13:18:53;"Leg";"Seated Leg Curl (Machine)";5;49.6;kg;6;;;;0;;
2019-02-13 13:16:51;"Shoulder";"Pull Up";1;0;kg;6;;;;0;"";""
2019-02-13 13:16:51;"Shoulder";"Pull Up";2;0;kg;4;;;;0;;
2019-02-13 13:16:51;"Shoulder";"Pull Up";3;0;kg;4;;;;0;;
2019-02-13 13:16:51;"Shoulder";"Lateral Raise (Cable)";1;3.5;kg;15;;;;0;"";
2019-02-13 13:16:51;"Shoulder";"Lateral Raise (Cable)";2;5.7;kg;4;;;;0;;
2019-02-13 13:16:51;"Shoulder";"Lateral Raise (Cable)";3;3.5;kg;15;;;;0;;
2019-02-13 13:16:51;"Shoulder";"Shoulder Press (Machine)";1;10;kg;12;;;;0;"";
2019-02-13 13:16:51;"Shoulder";"Shoulder Press (Machine)";2;30;kg;7;;;;0;;
2019-02-13 13:16:51;"Shoulder";"Shoulder Press (Machine)";3;30;kg;9;;;;0;;
2019-02-13 13:16:51;"Shoulder";"Shoulder Press (Machine)";4;40;kg;4;;;;0;;
2019-02-13 13:16:51;"Shoulder";"Shoulder Press (Machine)";5;40;kg;4;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;25;kg;12;;;;0;"";""
2019-02-16 06:07:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;39;kg;8;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;52;kg;7;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;52;kg;7;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";5;59;kg;3;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Pull Up";1;0;kg;4;;;;0;"";
2019-02-16 06:07:50;"Back, Core, Biceps";"Pull Up";2;0;kg;3;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Pull Up";3;0;kg;2;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;25;;;;0;"";
2019-02-16 06:07:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;25;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;30;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Bicep Curl (Barbell)";1;10;kg;15;;;;0;"";
2019-02-16 06:07:50;"Back, Core, Biceps";"Bicep Curl (Barbell)";2;15;kg;6;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Bicep Curl (Barbell)";3;17.5;kg;4;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Bicep Curl (Barbell)";4;17.5;kg;4;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Bicep Curl (Barbell)";5;17.5;kg;3;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Seated Row (Machine)";1;36;kg;12;;;;0;"";
2019-02-16 06:07:50;"Back, Core, Biceps";"Seated Row (Machine)";2;45;kg;7;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Seated Row (Machine)";3;45;kg;8;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Seated Row (Machine)";4;45;kg;8;;;;0;;
2019-02-16 06:07:50;"Back, Core, Biceps";"Seated Row (Machine)";5;52;kg;4;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Chest Fly";1;39;kg;15;;;;0;"";""
2019-02-19 13:28:57;"Chest and Triceps";"Chest Fly";2;59;kg;12;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Chest Fly";3;66;kg;10;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Chest Fly";4;73;kg;8;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Chest Fly";5;79;kg;3;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Chest Fly";6;79;kg;2;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Chest Fly";7;52;kg;3;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Triceps Extension";1;14;kg;12;;;;0;"";
2019-02-19 13:28:57;"Chest and Triceps";"Triceps Extension";2;18;kg;8;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Triceps Extension";3;18;kg;12;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Triceps Extension";4;20.3;kg;4;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";1;40;kg;10;;;;0;"";
2019-02-19 13:28:57;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";2;50;kg;8;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";3;60;kg;3;;;;0;;
2019-02-19 13:28:57;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";4;50;kg;3;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;39;kg;15;;;;0;"";""
2019-02-21 15:20:27;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;52;kg;12;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;59;kg;6;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;59;kg;4;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Lat Pulldown (Cable)";5;59;kg;3;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Pull Up";1;0;kg;4;;;;0;"";
2019-02-21 15:20:27;"Back, Core, Biceps";"Pull Up";2;0;kg;4;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Pull Up";3;0;kg;5;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;30;;;;0;"";
2019-02-21 15:20:27;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;25;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;30;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Seated Row (Machine)";1;39;kg;8;;;;0;"";
2019-02-21 15:20:27;"Back, Core, Biceps";"Seated Row (Machine)";2;52;kg;4;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Seated Row (Machine)";3;52;kg;5;;;;0;;
2019-02-21 15:20:27;"Back, Core, Biceps";"Seated Row (Machine)";4;52;kg;5;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Pull Up";1;0;kg;8;;;;0;"";""
2019-02-22 15:19:42;"Shoulder";"Pull Up";2;0;kg;4;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Pull Up";3;0;kg;5;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Lateral Raise (Cable)";1;3.5;kg;15;;;;0;"";
2019-02-22 15:19:42;"Shoulder";"Lateral Raise (Cable)";2;5.7;kg;4;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Lateral Raise (Cable)";3;3.5;kg;15;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Bicep Curl (Barbell)";1;10;kg;15;;;;0;"";
2019-02-22 15:19:42;"Shoulder";"Bicep Curl (Barbell)";2;15;kg;6;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Bicep Curl (Barbell)";3;15;kg;5;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Bicep Curl (Barbell)";4;15;kg;4;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Overhead Press (Barbell)";1;10;kg;12;;;;0;"";
2019-02-22 15:19:42;"Shoulder";"Overhead Press (Barbell)";2;20;kg;6;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Overhead Press (Barbell)";3;20;kg;6;;;;0;;
2019-02-22 15:19:42;"Shoulder";"Overhead Press (Barbell)";4;20;kg;6;;;;0;;
2019-02-24 14:14:43;"Leg";"Deadlift (Barbell)";1;40;kg;10;;;;0;"";""
2019-02-24 14:14:43;"Leg";"Deadlift (Barbell)";2;60;kg;4;;;;0;;
2019-02-24 14:14:43;"Leg";"Deadlift (Barbell)";3;70;kg;3;;;;0;;
2019-02-24 14:14:43;"Leg";"Deadlift (Barbell)";4;60;kg;3;;;;0;;
2019-02-24 14:14:43;"Leg";"Deadlift (Barbell)";5;60;kg;5;;;;0;;
2019-02-24 14:14:43;"Leg";"Leg Press";1;80;kg;15;;;;0;"";
2019-02-24 14:14:43;"Leg";"Leg Press";2;110;kg;12;;;;0;;
2019-02-24 14:14:43;"Leg";"Leg Press";3;120;kg;8;;;;0;;
2019-02-24 14:14:43;"Leg";"Leg Press";4;140;kg;4;;;;0;;
2019-02-24 14:14:43;"Leg";"Leg Press";5;140;kg;4;;;;0;;
2019-02-24 14:14:43;"Leg";"Leg Press";6;140;kg;5;;;;0;;
2019-02-24 14:14:43;"Leg";"Seated Leg Curl (Machine)";1;39;kg;8;;;;0;"";
2019-02-24 14:14:43;"Leg";"Seated Leg Curl (Machine)";2;52;kg;6;;;;0;;
2019-02-24 14:14:43;"Leg";"Seated Leg Curl (Machine)";3;52;kg;5;;;;0;;
2019-02-24 14:14:43;"Leg";"Seated Leg Curl (Machine)";4;52;kg;6;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Chest Fly";1;39;kg;15;;;;0;"";""
2019-02-25 14:11:13;"Chest and Triceps";"Chest Fly";2;66;kg;10;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Chest Fly";3;79;kg;5;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Chest Fly";4;79;kg;4;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Chest Fly";5;79;kg;4;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Triceps Extension";1;14;kg;12;;;;0;"";
2019-02-25 14:11:13;"Chest and Triceps";"Triceps Extension";2;18;kg;10;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Triceps Extension";3;23;kg;5;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Triceps Extension";4;18;kg;12;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Triceps Extension";5;18;kg;12;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Triceps Extension";6;12;kg;10;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";1;40;kg;8;;;;0;"";
2019-02-25 14:11:13;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";2;50;kg;8;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";3;60;kg;5;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";4;60;kg;4;;;;0;;
2019-02-25 14:11:13;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";5;60;kg;3;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;39;kg;15;;;;0;"";""
2019-02-27 14:35:51;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;52;kg;10;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;59;kg;6;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;66;kg;2;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Lat Pulldown (Cable)";5;59;kg;4;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Lat Pulldown (Cable)";6;59;kg;4;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Pull Up";1;0;kg;3;;;;0;"";
2019-02-27 14:35:51;"Back, Core, Biceps";"Pull Up";2;0;kg;2;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Pull Up";3;0;kg;3;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;30;;;;0;"";
2019-02-27 14:35:51;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;25;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;25;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Seated Row (Machine)";1;39;kg;12;;;;0;"";
2019-02-27 14:35:51;"Back, Core, Biceps";"Seated Row (Machine)";2;52;kg;6;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Seated Row (Machine)";3;59;kg;2;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Seated Row (Machine)";4;54.3;kg;4;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Seated Row (Machine)";5;54.3;kg;4;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Bicep Curl (Barbell)";1;5;kg;12;;;;0;"";
2019-02-27 14:35:51;"Back, Core, Biceps";"Bicep Curl (Barbell)";2;10;kg;12;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Bicep Curl (Barbell)";3;10;kg;12;;;;0;;
2019-02-27 14:35:51;"Back, Core, Biceps";"Bicep Curl (Barbell)";4;10;kg;12;;;;0;;
2019-02-28 14:40:09;"Leg";"Deadlift (Barbell)";1;40;kg;13;;;;0;"";""
2019-02-28 14:40:09;"Leg";"Deadlift (Barbell)";2;60;kg;5;;;;0;;
2019-02-28 14:40:09;"Leg";"Deadlift (Barbell)";3;60;kg;4;;;;0;;
2019-02-28 14:40:09;"Leg";"Deadlift (Barbell)";4;68;kg;5;;;;0;;
2019-02-28 14:40:09;"Leg";"Leg Press";1;80;kg;15;;;;0;"";
2019-02-28 14:40:09;"Leg";"Leg Press";2;110;kg;12;;;;0;;
2019-02-28 14:40:09;"Leg";"Leg Press";3;120;kg;8;;;;0;;
2019-02-28 14:40:09;"Leg";"Leg Press";4;140;kg;7;;;;0;;
2019-02-28 14:40:09;"Leg";"Leg Press";5;140;kg;5;;;;0;;
2019-02-28 14:40:09;"Leg";"Leg Press";6;140;kg;4;;;;0;;
2019-02-28 14:40:09;"Leg";"Shoulder Press (Machine)";1;10;kg;12;;;;0;"";
2019-02-28 14:40:09;"Leg";"Shoulder Press (Machine)";2;30;kg;9;;;;0;;
2019-02-28 14:40:09;"Leg";"Shoulder Press (Machine)";3;33;kg;5;;;;0;;
2019-02-28 14:40:09;"Leg";"Shoulder Press (Machine)";4;33;kg;6;;;;0;;
2019-02-28 14:40:09;"Leg";"Shoulder Press (Machine)";5;33;kg;6;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;39;kg;15;;;;0;"";""
2019-03-12 14:56:10;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;52;kg;10;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;59;kg;6;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;66;kg;2;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Pull Up";1;0;kg;3;;;;0;"";
2019-03-12 14:56:10;"Back, Core, Biceps";"Pull Up";2;0;kg;2;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Pull Up";3;0;kg;3;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;30;;;;0;"";
2019-03-12 14:56:10;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;25;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;25;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Seated Row (Machine)";1;39;kg;12;;;;0;"";
2019-03-12 14:56:10;"Back, Core, Biceps";"Seated Row (Machine)";2;52;kg;6;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Seated Row (Machine)";3;59;kg;2;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Seated Row (Machine)";4;54.3;kg;4;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Bicep Curl (Barbell)";1;5;kg;12;;;;0;"";
2019-03-12 14:56:10;"Back, Core, Biceps";"Bicep Curl (Barbell)";2;10;kg;12;;;;0;;
2019-03-12 14:56:10;"Back, Core, Biceps";"Bicep Curl (Barbell)";3;10;kg;12;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Chest Fly";1;39;kg;15;;;;0;"";""
2019-03-12 14:57:07;"Chest and Triceps";"Chest Fly";2;66;kg;8;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Chest Fly";3;73;kg;8;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Chest Fly";4;79;kg;4;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Chest Fly";5;79;kg;4;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Chest Fly";6;79;kg;4;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Triceps Extension";1;14;kg;12;;;;0;"";
2019-03-12 14:57:07;"Chest and Triceps";"Triceps Extension";2;18;kg;15;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Triceps Extension";3;23;kg;5;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Triceps Extension";4;21;kg;2;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Triceps Extension";5;19;kg;8;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Triceps Extension";6;18;kg;8;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Triceps Extension";7;12;kg;8;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";1;40;kg;8;;;;0;"";
2019-03-12 14:57:07;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";2;50;kg;5;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";3;50;kg;4;;;;0;;
2019-03-12 14:57:07;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";4;50;kg;4;;;;0;;
2019-03-15 13:54:43;"Shoulder";"Pull Up";1;0;kg;8;;;;0;"";""
2019-03-15 13:54:43;"Shoulder";"Pull Up";2;0;kg;5;;;;0;;
2019-03-15 13:54:43;"Shoulder";"Pull Up";3;0;kg;3;;;;0;;
2019-03-15 13:54:43;"Shoulder";"Lateral Raise (Cable)";1;3.5;kg;15;;;;0;"";
2019-03-15 13:54:43;"Shoulder";"Lateral Raise (Cable)";2;3.5;kg;12;;;;0;;
2019-03-15 13:54:43;"Shoulder";"Lateral Raise (Cable)";3;3.5;kg;15;;;;0;;
2019-03-15 13:54:43;"Shoulder";"Shoulder Press (Machine)";1;10;kg;12;;;;0;"";
2019-03-15 13:54:43;"Shoulder";"Shoulder Press (Machine)";2;30;kg;10;;;;0;;
2019-03-15 13:54:43;"Shoulder";"Shoulder Press (Machine)";3;35;kg;4;;;;0;;
2019-03-15 13:54:43;"Shoulder";"Shoulder Press (Machine)";4;35;kg;5;;;;0;;
2019-03-15 13:54:43;"Shoulder";"Shoulder Press (Machine)";5;35;kg;4;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";1;40;kg;15;;;;0;"";""
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";2;60;kg;4;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";3;60;kg;4;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";4;60;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";1;110;kg;15;;;;0;"";
2019-03-17 08:21:34;"Leg";"Leg Press";2;130;kg;8;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";3;130;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";4;130;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";1;39;kg;8;;;;0;"";
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";2;39;kg;12;;;;0;;
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";3;45;kg;8;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";1;40;kg;15;;;;0;"";""
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";2;60;kg;4;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";3;60;kg;4;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";4;60;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";1;110;kg;15;;;;0;"";
2019-03-17 08:21:34;"Leg";"Leg Press";2;130;kg;8;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";3;130;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";4;130;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";1;39;kg;8;;;;0;"";
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";2;39;kg;12;;;;0;;
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";3;45;kg;8;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";1;40;kg;15;;;;0;"";""
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";2;60;kg;4;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";3;60;kg;4;;;;0;;
2019-03-17 08:21:34;"Leg";"Deadlift (Barbell)";4;60;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";1;110;kg;15;;;;0;"";
2019-03-17 08:21:34;"Leg";"Leg Press";2;130;kg;8;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";3;130;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Leg Press";4;130;kg;7;;;;0;;
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";1;39;kg;8;;;;0;"";
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";2;39;kg;12;;;;0;;
2019-03-17 08:21:34;"Leg";"Seated Leg Curl (Machine)";3;45;kg;8;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;39;kg;12;;;;0;"";""
2019-03-18 14:40:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;52;kg;8;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;59;kg;3;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;56;kg;4;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Pull Up";1;0;kg;8;;;;0;"";
2019-03-18 14:40:50;"Back, Core, Biceps";"Pull Up";2;0;kg;4;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Pull Up";3;0;kg;4;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;40;;;;0;"";
2019-03-18 14:40:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;25;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;25;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Seated Row (Machine)";1;39;kg;12;;;;0;"";
2019-03-18 14:40:50;"Back, Core, Biceps";"Seated Row (Machine)";2;52;kg;5;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Seated Row (Machine)";3;59;kg;4;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Seated Row (Machine)";4;59;kg;4;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Bicep Curl (Barbell)";1;10;kg;12;;;;0;"";
2019-03-18 14:40:50;"Back, Core, Biceps";"Bicep Curl (Barbell)";2;15;kg;4;;;;0;;
2019-03-18 14:40:50;"Back, Core, Biceps";"Bicep Curl (Barbell)";3;15;kg;4;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Triceps Extension";1;14;kg;15;;;;0;"";""
2019-03-20 15:27:44;"Chest and Triceps";"Triceps Extension";2;23;kg;4;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Triceps Extension";3;15;kg;8;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Triceps Extension";4;21;kg;4;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Triceps Extension";5;18;kg;6;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";1;20;kg;15;;;;0;"";
2019-03-20 15:27:44;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";2;40;kg;10;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";3;50;kg;7;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";4;55;kg;4;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";5;55;kg;2;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";6;40;kg;4;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";7;20;kg;5;;;;0;;
2019-03-20 15:27:44;"Chest and Triceps";"Chest Fly (Band)";1;6;kg;15;;;;0;"";
2019-03-20 15:27:44;"Chest and Triceps";"Chest Fly (Band)";2;10.2;kg;8;;;;0;;
